t (s),T0 (C),T1 (C)
8375,58,29
8380,58,29
8385,58,29
8390,58,29
8395,58,29
8400,58,29
8405,58,29
8410,59,29
8415,59,29
8420,59,29
8425,59,29
8430,59,29
8435,59,29
8440,60,29
8445,60,29
8450,60,29
8455,60,29
8460,60,29
8465,60,29
8470,60,29
8475,61,29
8480,61,29
8485,61,29
8490,61,29
8495,61,29
8500,61,29
8505,62,29
8510,62,29
8515,62,29
8520,62,29
8525,62,29
8530,62,29
8535,62,29
8540,63,29
8545,63,29
8550,63,29
8555,63,29
8560,63,29
8565,63,29
8570,64,29
8575,64,29
8580,64,29
8585,64,29
8590,64,29
8595,64,29
8600,64,29
8605,65,29
8610,65,29
8615,65,29
8620,65,29
8625,65,29
8630,65,29
8635,65,29
8640,66,29
8645,66,29
8650,66,29
8655,66,29
8660,66,29
8665,66,29
8670,66,29
8675,67,29
8680,67,29
8685,67,29
8690,67,29
8695,68,29
8700,68,29
8705,68,29
8710,68,29
8715,68,29
8720,68,29
8725,68,29
8730,68,29
8735,68,29
8740,68,29
8745,69,29
8750,69,29
8755,69,29
8760,70,29
8765,70,29
8770,70,29
8775,70,29
8780,70,29
8785,70,29
8790,70,29
8795,70,29
8800,70,29
8805,70,29
8810,71,29
8815,71,29
8820,71,29
8825,71,29
8830,71,29
8835,71,29
8840,72,29
8845,72,29
8850,72,29
8855,72,29
8860,73,29
8865,73,29
8870,73,29
8875,73,29
8880,73,29
8885,73,29
8890,73,29
8895,73,29
8900,73,29
8905,74,29
8910,74,29
8915,74,29
8920,75,29
8925,75,29
8930,75,29
8935,75,29
8940,75,29
8945,75,29
8950,75,29
8955,75,29
8960,75,29
8965,75,29
8970,75,29
8975,75,29
8980,76,29
8985,76,29
8990,76,29
8995,76,29
9000,76,29
9005,77,29
9010,77,29
9015,77,29
9020,78,29
9025,78,29
9030,78,29
9035,78,29
9040,78,29
9045,78,29
9050,78,29
9055,78,29
9060,78,29
9065,78,29
9070,78,29
9075,79,29
9080,79,29
9085,79,29
9090,79,29
9095,79,29
9100,80,29
9105,80,29
9110,80,29
9115,80,29
9120,80,29
9125,81,29
9130,81,29
9135,81,29
9140,81,29
9145,81,29
9150,81,29
9155,81,29
9160,82,29
9165,82,29
9170,82,29
9175,82,29
9180,82,29
9185,82,29
9190,82,29
9195,83,29
9200,83,29
9205,83,29
9210,83,29
9215,83,29
9220,83,29
9225,83,29
9230,84,29
9235,84,29
9240,84,29
9245,84,29
9250,84,29
9255,84,29
9260,85,29
9265,85,29
9270,85,29
9275,85,29
9280,85,29
9285,85,29
9290,85,29
9295,85,29
9300,85,29
9305,86,29
9310,86,29
9315,86,29
9320,86,29
9325,87,29
9330,87,29
9335,87,29
9340,87,29
9345,87,29
9350,87,29
9355,87,29
9360,88,29
9365,88,29
9370,88,29
9375,88,29
9380,88,29
9385,88,29
9390,88,29
9395,88,29
9400,89,29
9405,89,29
9410,89,29
9415,89,29
9420,89,29
9425,89,29
9430,90,29
9435,90,29
9440,90,29
9445,90,29
9450,91,29
9455,91,29
9460,91,29
9465,91,29
9470,91,29
9475,91,29
9480,91,29
9485,91,29
9490,91,29
9495,91,29
9500,91,29
9505,92,29
9510,92,29
9515,92,29
9520,92,29
9525,93,29
9530,93,29
9535,93,29
9540,93,29
9545,93,29
9550,94,29
9555,94,29
9560,94,29
9565,94,29
9570,94,29
9575,94,29
9580,94,29
9585,94,29
9590,95,29
9595,95,29
9600,95,29
9605,95,29
9610,95,29
9615,95,29
9620,95,29
9625,96,29
9630,96,29
9635,96,29
9640,96,29
9645,96,29
9650,97,29
9655,97,29
9660,97,29
9665,97,29
9670,97,29
9675,97,29
9680,97,29
9685,97,29
9690,97,29
9695,97,29
9700,98,29
9705,98,29
9710,98,29
9715,98,29
9720,99,29
9725,99,29
9730,99,29
9735,99,29
9740,99,29
9745,99,29
9750,99,29
9755,100,29
9760,100,29
9765,100,29
9770,100,29
9775,100,29
9780,100,29
9785,100,29
9790,101,29
9795,101,29
9800,101,29
9805,101,29
9810,101,29
9815,102,29
9820,102,29
9825,102,29
9830,102,29
9835,102,29
9840,102,29
9845,102,29
9850,102,29
9855,102,29
9860,102,29
9865,102,29
9870,103,29
9875,103,29
9880,103,29
9885,103,29
9890,104,29
9895,104,29
9900,104,29
9905,104,29
9910,105,29
9915,105,29
9920,105,29
9925,105,29
9930,105,29
9935,105,29
9940,105,29
9945,105,29
9950,105,29
9955,105,29
9960,105,29
9965,106,29
9970,106,29
9975,106,29
9980,107,29
9985,107,29
9990,107,30
9995,107,29
10000,107,30
10005,107,30
10010,107,30
10015,107,30
10020,108,30
10025,108,30
10030,108,30
10035,108,30
10040,108,30
10045,108,30
10050,109,30
10055,109,30
10060,109,30
10065,109,30
10070,109,30
10075,109,30
10080,110,30
10085,110,30
