t (s),T0 (C),T1 (C)
3260,147,34
3265,147,34
3270,147,34
3275,147,34
3280,147,34
3285,147,34
3290,148,34
3295,148,34
3300,148,34
3305,148,34
3310,148,34
3315,148,34
3320,148,34
3325,149,34
3330,149,34
3335,149,34
3340,149,34
3345,149,34
3350,149,34
3355,150,34
3360,150,34
3365,150,34
3370,150,34
3375,150,34
3380,149,34
3385,150,34
3390,150,34
3395,150,34
3400,150,34
3405,150,34
3410,150,34
3415,150,34
3420,149,34
3425,149,34
3430,149,35
3435,149,35
3440,149,35
3445,149,35
3450,150,35
3455,150,35
3460,150,35
3465,150,35
3470,150,35
3475,150,35
3480,150,35
3485,150,35
3490,150,35
3495,149,35
3500,149,35
3505,149,35
3510,149,35
3515,149,35
3520,149,35
3525,149,35
3530,150,35
3535,150,35
3540,150,35
3545,150,35
3550,150,35
3555,150,35
3560,150,35
3565,150,35
3570,149,35
3575,149,35
3580,149,35
3585,149,35
3590,149,35
3595,149,35
3600,148,35
3605,149,35
3610,149,35
3615,148,35
3620,149,35
3625,149,35
3630,150,35
3635,150,35
3640,150,35
3645,150,35
3650,150,35
3655,150,35
3660,150,35
3665,150,35
3670,150,35
3675,150,35
3680,149,35
3685,149,35
3690,149,35
3695,149,35
3700,149,35
3705,149,35
3710,149,35
3715,149,35
3720,149,35
3725,149,35
3730,149,35
3735,149,35
3740,149,35
3745,149,35
3750,149,35
3755,150,35
3760,150,35
3765,150,35
3770,150,35
3775,150,35
3780,150,35
3785,150,35
3790,150,35
3795,150,35
3800,149,35
3805,149,35
3810,149,35
3815,149,35
3820,149,35
3825,149,35
3830,149,35
3835,149,35
3840,150,35
3845,150,35
3850,149,35
3855,150,35
3860,150,35
3865,150,36
3870,150,36
3875,149,35
3880,150,36
3885,150,35
3890,149,36
3895,149,36
3900,149,35
3905,149,35
3910,149,35
3915,149,36
3920,149,35
3925,149,36
3930,148,36
3935,148,36
3940,148,36
3945,148,36
3950,148,36
3955,148,36
3960,147,36
3965,147,36
3970,147,36
3975,147,36
3980,147,36
3985,147,36
3990,146,36
3995,146,36
4000,146,36
4005,146,36
4010,146,36
4015,146,36
4020,145,36
4025,145,36
4030,145,36
4035,145,36
4040,144,36
4045,144,36
4050,144,36
4055,144,36
4060,144,36
4065,143,36
4070,143,36
4075,143,36
4080,143,36
4085,142,36
4090,142,36
4095,142,36
4100,142,36
4105,141,36
4110,141,36
4115,141,36
4120,141,36
4125,141,36
4130,140,36
4135,140,36
4140,140,36
4145,140,36
4150,140,36
4155,139,36
4160,139,36
4165,139,36
